product_code,product_name,price_krw,color,status,material_body,material_trim,material_lining,hardware,dimensions,strap_length,handle_drop,origin_country,design_features,color_variants,image_urls,video_urls,product_url
MMZGSFI01BK001,Fursten 모노그램 나일론 벨트백,650000,Black,ACTIVE,이탈리안 나일론,천연 가죽,나일론,로고 브라스 플레이트 | 무광 블랙 메탈 하드웨어,7 x 40 x 19,65 cm to 106 cm,,대한민국,길이 조절이 가능한 금속 버클 패브릭 웨빙 스트랩 | 비세토스 모노그램 전면 프린트 | 뒷변 외부 지퍼 포켓 | 앞면 지퍼 포켓 | 양방향 지퍼 클로저 | 내부 포켓,,https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI01BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI01BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI01BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI01BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI01BK001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI01BK001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI01BK001_11 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI01BK001_12,,https://kr.mcmworldwide.com/ko_KR/%EA%B0%80%EB%B0%A9/%EB%AA%A8%EB%91%90%EB%B3%B4%EA%B8%B0/fursten-%EB%AA%A8%EB%85%B8%EA%B7%B8%EB%9E%A8-%EB%82%98%EC%9D%BC%EB%A1%A0-%EB%B2%A8%ED%8A%B8%EB%B0%B1/MMZGSFI01BK001.html
MWPFSLR03PZ001,비세토스 소재의 리즈 쇼퍼.,1090000,Pink,ACTIVE,비세토스 모노그램 캔버스,천연 나파 가죽,,18K 금 도금 메탈 하드웨어,17 x 36 x 28,,24cm,대한민국,가죽 손잡이 부분 | MCM 로고 플레이트. | 옆면의 조절 가능한 가죽 드로우스트링 잠금 장치 | 탈부착 가능한 비세토스 파우치와 스트랩 | 보호용 가죽 바닥. | 패브릭 안감.,MWPFSLR03K8001,https://images.mcmworldwide.com/i/mcmworldwide/MWPFSLR03PZ001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MWPFSLR03PZ001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MWPFSLR03PZ001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MWPFSLR03PZ001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MWPFSLR03PZ001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MWPFSLR03PZ001_10,https://images.mcmworldwide.com/v/mcmworldwide/MWPFSLR03PZ001_VID/webm_720p,https://kr.mcmworldwide.com/ko_KR/%EA%B0%80%EB%B0%A9/%EB%AA%A8%EB%91%90%EB%B3%B4%EA%B8%B0/%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EC%86%8C%EC%9E%AC%EC%9D%98-%EB%A6%AC%EC%A6%88-%EC%87%BC%ED%8D%BC./MWPFSLR03PZ001.html
MWPFSLR07PZ001,비세토스 소재의 리즈 쇼퍼.,1050000,Pink,ACTIVE,비세토스 모노그램 캔버스,천연 나파 가죽,,18K 금 도금 메탈 하드웨어,14 x 29 x 25,,24cm,대한민국,가죽 손잡이 부분 | MCM 로고 플레이트. | 옆면의 조절 가능한 가죽 드로우스트링 잠금 장치 | 탈부착 가능한 비세토스 파우치와 스트랩 | 보호용 가죽 바닥. | 패브릭 안감.,,https://images.mcmworldwide.com/i/mcmworldwide/MWPFSLR07PZ001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MWPFSLR07PZ001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MWPFSLR07PZ001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MWPFSLR07PZ001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MWPFSLR07PZ001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MWPFSLR07PZ001_10,https://images.mcmworldwide.com/v/mcmworldwide/MWPFSLR07PZ001_VID/webm_720p,https://kr.mcmworldwide.com/ko_KR/%EA%B0%80%EB%B0%A9/%EB%AA%A8%EB%91%90%EB%B3%B4%EA%B8%B0/%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EC%86%8C%EC%9E%AC%EC%9D%98-%EB%A6%AC%EC%A6%88-%EC%87%BC%ED%8D%BC./MWPFSLR07PZ001.html
MWBESEA01PZ001,Ella 비세토스 보스턴 백,1090000,Pink,ACTIVE,비세토스 모노그램 캔버스,천연 나파 가죽,스웨이드 마감 마이크로파이버,18K 금 도금 메탈 하드웨어,9 x 18 x 10,97cm ~ 113cm,8cm,대한민국,탈부착 및 조절 가능한 가죽 스트랩 | 가죽 손잡이 부분 | 탈부착 가능한 가죽 행택 및 금속 자물쇠 | 양방향 지퍼 클로저 | 내부 포켓 및 카드 슬롯,MWBESEA01BK001 | MWBESEA01CO001,https://images.mcmworldwide.com/i/mcmworldwide/MWBESEA01PZ001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MWBESEA01PZ001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MWBESEA01PZ001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MWBESEA01PZ001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MWBESEA01PZ001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MWBESEA01PZ001_10,https://images.mcmworldwide.com/v/mcmworldwide/MWBESEA01PZ001_VID/webm_720p,https://kr.mcmworldwide.com/ko_KR/%EA%B0%80%EB%B0%A9/%EB%AA%A8%EB%91%90%EB%B3%B4%EA%B8%B0/ella-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EB%B3%B4%EC%8A%A4%ED%84%B4-%EB%B0%B1/MWBESEA01PZ001.html
MWBESEA01BK001,Ella 비세토스 보스턴 백,1090000,Black,ACTIVE,비세토스 모노그램 캔버스,나파 가죽,스웨이드 마감 마이크로파이버,24K 도금 브라스 금속 장식,9 x 18 x 10,97cm ~ 113cm,8cm,대한민국,탈부착 및 조절 가능한 가죽 스트랩 | 가죽 손잡이 부분 | 탈부착 가능한 가죽 행택 및 금속 자물쇠 | 양방향 지퍼 클로저 | 내부 포켓 및 카드 슬롯,MWBESEA01CO001 | MWBESEA01PZ001,https://images.mcmworldwide.com/i/mcmworldwide/MWBESEA01BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MWBESEA01BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MWBESEA01BK001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MWBESEA01BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MWBESEA01BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MWBESEA01BK001_10,https://images.mcmworldwide.com/v/mcmworldwide/MWBESEA01BK001_VID/webm_720p,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%ED%83%91-%ED%95%B8%EB%93%A4%EB%B0%B1/ella-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EB%B3%B4%EC%8A%A4%ED%84%B4-%EB%B0%B1/MWBESEA01BK001.html
MWBESEA01CO001,Ella 비세토스 보스턴 백,1090000,Cognac,ACTIVE,비세토스 모노그램 캔버스,나파 가죽,스웨이드 마감 마이크로파이버,24K 도금 브라스 금속 장식,9 x 18 x 10,97cm ~ 113cm,8cm,대한민국,탈부착 및 조절 가능한 가죽 스트랩 | 가죽 손잡이 부분 | 탈부착 가능한 가죽 행택 및 금속 자물쇠 | 양방향 지퍼 클로저 | 내부 포켓 및 카드 슬롯,MWBESEA01BK001 | MWBESEA01PZ001,https://images.mcmworldwide.com/i/mcmworldwide/MWBESEA01CO001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MWBESEA01CO001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MWBESEA01CO001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MWBESEA01CO001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MWBESEA01CO001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MWBESEA01CO001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MWBESEA01CO001_11,,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%ED%83%91-%ED%95%B8%EB%93%A4%EB%B0%B1/ella-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EB%B3%B4%EC%8A%A4%ED%84%B4-%EB%B0%B1/MWBESEA01CO001.html
MWHESTA01PZ001,Aren 비세토스 호보,1290000,Pink,ACTIVE,비세토스 모노그램 캔버스,천연 나파 가죽,스웨이드 마감 마이크로파이버,18K 금 도금 메탈 금속 장식,10 x 26 x 19,125cm ~ 133cm,,대한민국,조절 가능한 가죽 어깨 스트랩과 익스텐션 | 탈부착 가능한 가죽 행택과 로고 인그레이빙 금속 자물쇠 | 지퍼 클로저 | 내부 포켓,MWHESTA01BK001 | MWHESTA01CO001,https://images.mcmworldwide.com/i/mcmworldwide/MWHESTA01PZ001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MWHESTA01PZ001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MWHESTA01PZ001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MWHESTA01PZ001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MWHESTA01PZ001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MWHESTA01PZ001_10,,https://kr.mcmworldwide.com/ko_KR/%EA%B0%80%EB%B0%A9/%EB%AA%A8%EB%91%90%EB%B3%B4%EA%B8%B0/aren-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%ED%98%B8%EB%B3%B4/MWHESTA01PZ001.html
MWHESTA01BK001,Aren 비세토스 호보,1290000,Black,ACTIVE,비세토스 모노그램 캔버스,나파 가죽,스웨이드 마감 마이크로파이버,24K 도금 브라스 금속 장식,10 x 26 x 19,125cm ~ 133cm,,대한민국,조절 가능한 가죽 어깨 스트랩 | 탈부착 가능한 가죽 행택과 로고 인그레이빙 금속 자물쇠 | 지퍼 클로저 | 내부 슬립 포켓 | 내부의 로고 엠보스드 다이아몬드 가죽 패치,MWHESTA01CO001 | MWHESTA01PZ001,https://images.mcmworldwide.com/i/mcmworldwide/MWHESTA01BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MWHESTA01BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MWHESTA01BK001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MWHESTA01BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MWHESTA01BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MWHESTA01BK001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MWHESTA01BK001_11,https://images.mcmworldwide.com/v/mcmworldwide/MWHESTA01BK001_VID/webm_720p,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EC%88%84%EB%8D%94%EB%B0%B1-%ED%81%AC%EB%A1%9C%EC%8A%A4%EB%B0%B1/aren-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%ED%98%B8%EB%B3%B4/MWHESTA01BK001.html
MWHESTA01CO001,Aren 비세토스 호보,1290000,Cognac,ACTIVE,비세토스 모노그램 캔버스,나파 가죽,스웨이드 마감 마이크로파이버,24K 도금 브라스 금속 장식,10 x 26 x 19,125cm ~ 133cm,,대한민국,조절 가능한 가죽 어깨 스트랩 | 탈부착 가능한 가죽 행택과 로고 인그레이빙 금속 자물쇠 | 지퍼 클로저 | 내부 슬립 포켓 | 내부의 로고 엠보스드 다이아몬드 가죽 패치,MWHESTA01BK001 | MWHESTA01PZ001,https://images.mcmworldwide.com/i/mcmworldwide/MWHESTA01CO001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MWHESTA01CO001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MWHESTA01CO001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MWHESTA01CO001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MWHESTA01CO001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MWHESTA01CO001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MWHESTA01CO001_11,https://images.mcmworldwide.com/v/mcmworldwide/MWHESTA01CO001_VID/webm_720p,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EC%88%84%EB%8D%94%EB%B0%B1-%ED%81%AC%EB%A1%9C%EC%8A%A4%EB%B0%B1/aren-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%ED%98%B8%EB%B3%B4/MWHESTA01CO001.html
MWPDSLR02BK001,Liz 리버서블 비세토스 쇼퍼,1050000,Black,ACTIVE,보호용 가죽 바닥.,,큐빅 모노그램 코튼 캔버스,실버 톤 코발트 메탈 하드웨어.,14 x 29 x 25,,24cm,대한민국,가죽 손잡이 부분 | 리버서블 디자인 | 탈부착 가능한 비세토스 지퍼 파우치와 가죽 어깨 스트랩. 크기: 20cm x 14cm | 전면의 MCM 로고 플레이트 | 비세토스 모노그램 캔버스. | 나파 가죽 트리밍.,MWPDSLR04CO001,https://images.mcmworldwide.com/i/mcmworldwide/MWPDSLR02BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MWPDSLR02BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MWPDSLR02BK001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MWPDSLR02BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MWPDSLR02BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MWPDSLR02BK001_06 | https://images.mcmworldwide.com/i/mcmworldwide/MWPDSLR02BK001_10,https://images.mcmworldwide.com/v/mcmworldwide/MWPDSLR02BK001_VID/webm_720p,https://kr.mcmworldwide.com/ko_KR/%EA%B0%80%EB%B0%A9/%EB%AA%A8%EB%91%90%EB%B3%B4%EA%B8%B0/liz-%EB%A6%AC%EB%B2%84%EC%84%9C%EB%B8%94-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EC%87%BC%ED%8D%BC/MWPDSLR02BK001.html
MWPDSLR04CO001,Liz 리버서블 비세토스 쇼퍼,1050000,Cognac,ACTIVE,보호용 가죽 바닥.,,큐빅 모노그램 코튼 캔버스,24K 금 도금 메탈 하드웨어,14 x 29 x 25,,24cm,대한민국,가죽 손잡이 부분 | 리버서블 디자인 | 탈부착 가능한 비세토스 지퍼 파우치와 가죽 어깨 스트랩 | 전면의 MCM 로고 플레이트 | 비세토스 모노그램 캔버스 | 나파 가죽 트리밍.,MWPDSLR02BK001,https://images.mcmworldwide.com/i/mcmworldwide/MWPDSLR04CO001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MWPDSLR04CO001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MWPDSLR04CO001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MWPDSLR04CO001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MWPDSLR04CO001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MWPDSLR04CO001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MWPDSLR04CO001_06 | https://images.mcmworldwide.com/i/mcmworldwide/MWPDSLR04CO001_10,https://images.mcmworldwide.com/v/mcmworldwide/MWPDSLR04CO001_VID/webm_720p,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EC%87%BC%ED%8D%BC-%ED%86%A0%ED%8A%B8%EB%B0%B1/liz-%EB%A6%AC%EB%B2%84%EC%84%9C%EB%B8%94-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EC%87%BC%ED%8D%BC/MWPDSLR04CO001.html
MWRAAVI01CO001,비세토스 오리지널 락스타 베니티 케이스,890000,Cognac,ACTIVE,비세토스 모노그램 캔버스,천연 나파 가죽,스웨이드 마감 마이크로파이버,24K 금 도금 하드웨어 | 24K 도금 메탈 금속 장식,10 x 20 x 11,105cm~121cm,,대한민국,나파 가죽 트림 | 탈부착 및 조절 가능한 크로스바디 가죽 스트랩 | 가죽 손잡이 부분 | 전면의 MCM 로고 플레이트 | 지퍼 어라운드 클로저. | 내부 포켓 및 카드 슬롯,,https://images.mcmworldwide.com/i/mcmworldwide/MWRAAVI01CO001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MWRAAVI01CO001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MWRAAVI01CO001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MWRAAVI01CO001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MWRAAVI01CO001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MWRAAVI01CO001_10,https://images.mcmworldwide.com/v/mcmworldwide/MWRAAVI01CO001_VID/webm_720p,https://kr.mcmworldwide.com/ko_KR/%EA%B0%80%EB%B0%A9/%EB%AA%A8%EB%91%90%EB%B3%B4%EA%B8%B0/%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EC%98%A4%EB%A6%AC%EC%A7%80%EB%84%90-%EB%9D%BD%EC%8A%A4%ED%83%80-%EB%B2%A0%EB%8B%88%ED%8B%B0-%EC%BC%80%EC%9D%B4%EC%8A%A4/MWRAAVI01CO001.html
MWPFSLR03K8001,Liz 비세토스 쇼퍼,1050000,khaki moss,ACTIVE,비세토스 모노그램 캔버스,천연 나파 가죽,패브릭,로고 브라스 플레이트 | 실버톤 코발트 메탈 하드웨어,17 x 36 x 28,,24 cm,대한민국,가죽 탑 핸들 | 옆면에 위치한 조절 가능한 가죽 드로우스트링 잠금 장치 | 탈착 가능한 스트랩이 더해진 비세토스 파우치 | 바닥 보호를 위한 레더 패드,MWPFSLR03PZ001,https://images.mcmworldwide.com/i/mcmworldwide/MWPFSLR03K8001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MWPFSLR03K8001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MWPFSLR03K8001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MWPFSLR03K8001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MWPFSLR03K8001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MWPFSLR03K8001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MWPFSLR03K8001_11,https://images.mcmworldwide.com/v/mcmworldwide/MWPFSLR03K8001_VID/webm_720p,https://kr.mcmworldwide.com/ko_KR/%EA%B0%80%EB%B0%A9/%EB%AA%A8%EB%91%90%EB%B3%B4%EA%B8%B0/liz--%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EC%87%BC%ED%8D%BC/MWPFSLR03K8001.html
MMZAAFI04BK001,비세토스 프루스튼 벨트백,990000,Black,ACTIVE,나파 가죽 트림,,,코발트 금속 장식 | 코발트 메탈 하드웨어.,8 x 34 x 12,65cm ~ 106cm,,대한민국,버클 잠금 장치가 있는 조절 가능한 웨빙 스트랩 | 양방향 지퍼 클로저 | 내부 오픈 포켓 | 측면 D링 장식 | 비세토스 모노그램 코티드 캔버스. | 코튼 트윌 안감. | 코티드 캔버스,MMZAAFI04CO001,https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04BK001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04BK001_11,https://images.mcmworldwide.com/v/mcmworldwide/MMZAAFI04BK001_VID/webm_720p,https://kr.mcmworldwide.com/ko_KR/%EA%B0%80%EB%B0%A9/%EB%AA%A8%EB%91%90%EB%B3%B4%EA%B8%B0/%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%ED%94%84%EB%A3%A8%EC%8A%A4%ED%8A%BC-%EB%B2%A8%ED%8A%B8%EB%B0%B1/MMZAAFI04BK001.html
MMZAAFI04CO001,비세토스 프루스튼 벨트백,990000,Cognac,ACTIVE,나파 가죽 트림,,,24K 도금 금속 장식 | 24K 도금 메탈 금속 장식,8 x 34 x 12,65cm ~ 106cm,,대한민국,전면과 후면의 외부 지퍼 포켓 | 양방향 지퍼 클로저 | 내부 오픈 포켓 | 측면 D링 장식 | 비세토스 모노그램 코티드 캔버스. | 코튼 트윌 안감. | 코티드 캔버스,MMZAAFI04BK001,https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04CO001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04CO001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04CO001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04CO001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04CO001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04CO001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMZAAFI04CO001_11,https://images.mcmworldwide.com/v/mcmworldwide/MMZAAFI04CO001_VID/webm_720p,https://kr.mcmworldwide.com/ko_KR/%EB%82%A8%EC%84%B1/%EA%B0%80%EB%B0%A9/%EB%B2%A8%ED%8A%B8%EB%B0%B1/%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%ED%94%84%EB%A3%A8%EC%8A%A4%ED%8A%BC-%EB%B2%A8%ED%8A%B8%EB%B0%B1/MMZAAFI04CO001.html
MMZGSFI02BK001,Fursten 맥시 모노그램 레더 벨트백,1290000,Black,ACTIVE,천연 풀 그레인 레더,,스웨이드 마감의 극세사,다크 메탈 하드웨어,10 x 38 x 14,65 cm - 106 cm,,이탈리아,버클 클로저가 더해진 길이 조절이 가능한 패브릭 웨빙 스트랩 | 엠보싱 처리된 맥시 모노그램 모티프 | 뒷면 외부 지퍼 포켓 | 참 장식 부착이 가능한 D링 디테일 | 양방향 지퍼 클로저 | 내부 슬립 포켓,,https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI02BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI02BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI02BK001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI02BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI02BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMZGSFI02BK001_10,,https://kr.mcmworldwide.com/ko_KR/%EA%B0%80%EB%B0%A9/%EB%AA%A8%EB%91%90%EB%B3%B4%EA%B8%B0/fursten-%EB%A7%A5%EC%8B%9C-%EB%AA%A8%EB%85%B8%EA%B7%B8%EB%9E%A8-%EB%A0%88%EB%8D%94-%EB%B2%A8%ED%8A%B8%EB%B0%B1/MMZGSFI02BK001.html
MMRGSTA05BK001,Aren 비세토스 스탠딩 크로스 바디 파우치,1050000,Black,ACTIVE,비세토스 모노그램 캔버스,천연 가죽,스웨이드 마감의 극세사,실버톤 코발트 브라스 하드웨어,4 x 23 x 15,75 cm - 132 cm,,대한민국,탈부착이 가능하며 길이 조절이 가능한 헤링본 웨빙 스트랩 | 신분증과 카드를 수납할 수 있는 앞면 플랩 포켓 | 지퍼 클로저 | 바바리안 다이아몬드 가죽 패치와 내부 슬립 포켓,MMRFATA01CO001,https://images.mcmworldwide.com/i/mcmworldwide/MMRGSTA05BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMRGSTA05BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMRGSTA05BK001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MMRGSTA05BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMRGSTA05BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMRGSTA05BK001_05 | https://images.mcmworldwide.com/i/mcmworldwide/MMRGSTA05BK001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMRGSTA05BK001_11,,https://kr.mcmworldwide.com/ko_KR/%EA%B0%80%EB%B0%A9/%EB%AA%A8%EB%91%90%EB%B3%B4%EA%B8%B0/aren-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EC%8A%A4%ED%83%A0%EB%94%A9-%ED%81%AC%EB%A1%9C%EC%8A%A4-%EB%B0%94%EB%94%94-%ED%8C%8C%EC%9A%B0%EC%B9%98/MMRGSTA05BK001.html
MMRFATA01CO001,Aren 비세토스 스탠딩 크로스바디 파우치,1050000,Cognac,ACTIVE,비세토스 모노그램 캔버스,천연 가죽,스웨이드 마감의 극세사,24K 골드 도금 브라스 하드웨어,4 x 23 x 15,75 cm - 132 cm,,대한민국,탈부착이 가능하며 길이 조절이 가능한 헤링본 웨빙 스트랩 | 신분증과 카드를 수납할 수 있는 앞면 플랩 포켓 | 지퍼 클로저 | 내부 슬립 포켓,MMRGSTA05BK001,https://images.mcmworldwide.com/i/mcmworldwide/MMRFATA01CO001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MMRFATA01CO001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MMRFATA01CO001_02 | https://images.mcmworldwide.com/i/mcmworldwide/MMRFATA01CO001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MMRFATA01CO001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MMRFATA01CO001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MMRFATA01CO001_11,https://images.mcmworldwide.com/v/mcmworldwide/MMRFATA01CO001_VID/webm_720p,https://kr.mcmworldwide.com/ko_KR/%EB%82%A8%EC%84%B1/%EA%B0%80%EB%B0%A9/%ED%81%AC%EB%A1%9C%EC%8A%A4%EB%B0%B1/aren-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EC%8A%A4%ED%83%A0%EB%94%A9-%ED%81%AC%EB%A1%9C%EC%8A%A4%EB%B0%94%EB%94%94-%ED%8C%8C%EC%9A%B0%EC%B9%98/MMRFATA01CO001.html
MXZGSAK02BK001,Diamond 비세토스 손목 스트랩 파우치,770000,Black,ACTIVE,비세토스 모노그램 캔버스,천연 가죽,코튼 트윌,다크 실버톤 코발트 메탈 하드웨어,4 x 34 x 25,,17.5 cm,대한민국,탈부착이 가능한 가죽 손목 스트랩 | 앞면 지퍼 포켓 | 앞면의 MCM 로고 | 지퍼 클로저 | 2개의 내부 슬립 포켓 | D링 참 장식 디테일,MXZFAAK01CO001,https://images.mcmworldwide.com/i/mcmworldwide/MXZGSAK02BK001_01 | https://images.mcmworldwide.com/i/mcmworldwide/MXZGSAK02BK001_09 | https://images.mcmworldwide.com/i/mcmworldwide/MXZGSAK02BK001_03 | https://images.mcmworldwide.com/i/mcmworldwide/MXZGSAK02BK001_04 | https://images.mcmworldwide.com/i/mcmworldwide/MXZGSAK02BK001_06 | https://images.mcmworldwide.com/i/mcmworldwide/MXZGSAK02BK001_10 | https://images.mcmworldwide.com/i/mcmworldwide/MXZGSAK02BK001_11,,https://kr.mcmworldwide.com/ko_KR/%EA%B0%80%EB%B0%A9/%EB%AA%A8%EB%91%90%EB%B3%B4%EA%B8%B0/diamond-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EC%86%90%EB%AA%A9-%EC%8A%A4%ED%8A%B8%EB%9E%A9-%ED%8C%8C%EC%9A%B0%EC%B9%98/MXZGSAK02BK001.html
